"Name","Address","Group","Notes","Gender","Ethnicity","Date.Opened","Date.Closed","yrOpen","yrClose","decadeOpen","decadeClose","singleOut","lon","lat","decade"
"Furies Collective","219 11th St SE Washington DC","Community Site","The Furies collective was among Washington, DC's best known communal living groups in the early Seventies.  The collective constituted an important experiment in lesbians of diverse social and economic backgrounds living together and working to make their political and social beliefs in lesbian separatism a day-to-day reality.  Most of the members of the collective wrote for the newspaper which was published from the basement of 219 11th St. SE.  Other members lived in houses at 1861 California St  NW and at 217 12th St SE. From January 1972 until mid-1973, the collective published its groundbreaking newspaper, The Furies, and distributed it nationally.  When the collective disbanded in late spring 1972, ""the core of the newspaper staff decided to continue the paper as a project separate from the collective.”","","","1971","1973","71","73",1970,1970,"collective",-76.9917756,38.887002,"1970"
"Furies Collective","217 12th St SE Washington DC","Community Site","he Furies collective was among Washington, DC's best known communal living groups in the early Seventies.  The collective constituted an important experiment in lesbians of diverse social and economic backgrounds living together and working to make their political and social beliefs in lesbian separatism a day-to-day reality.  Most of the members of the collective wrote for the newspaper which was published from the basement of 219 11th St. SE.  Other members lived in houses at 1861 California St  NW and at 219 11th St SE. From January 1972 until mid-1973, the collective published its groundbreaking newspaper, The Furies, and distributed it nationally.  When the collective disbanded in late spring 1972, ""the core of the newspaper staff decided to continue the paper as a project separate from the collective.”","","","1971","1973","71","73",1970,1970,"collective",-76.9904814,38.8872091,"1970"
"Furies Collective","1861 California St. NW Washington DC","Community Site","he Furies collective was among Washington, DC's best known communal living groups in the early Seventies.  The collective constituted an important experiment in lesbians of diverse social and economic backgrounds living together and working to make their political and social beliefs in lesbian separatism a day-to-day reality.  Most of the members of the collective wrote for the newspaper which was published from the basement of 219 11th St. SE.  Other members lived in houses at 219 11th St SE and at 217 12th St SE. From January 1972 until mid-1973, the collective published its groundbreaking newspaper, The Furies, and distributed it nationally.  When the collective disbanded in late spring 1972, ""the core of the newspaper staff decided to continue the paper as a project separate from the collective.”","","","1971","1973","71","73",1970,1970,"collective",-77.0436689,38.9179705,"1970"
"Georgetown Lutheran Church","1556 Wisconsin Avenue NW Washington DC","Community Site","Georgetown Lutheran (at Wisconsin and Volta) for many years was the home of the Washington Free Clinic and in November 1973 became the site of the Gay Men’s VD Clinic, a precursor of the Whitman-Walker Clinic.  The Gay Men’s Clinic and a women’s clinic continued at the church until the Whitman-Walker Clinic opened.  (See entries for Whitman-Walker Clinic.)","","","1766","","1766","",1970,1970,"church",-77.0650563,38.9100972,"1970"
"Grace Episcopal Church","1041 Wisconsin Avenue NW Washington DC","Community Site","Grace Episcopal, nicknamed “Amazing Grace,” served as a meeting place and haven for early GLBTQ activist organizations, as well as civil rights and Vietnam antiwar groups.  The Gay Liberation Front formed here in June 1970 and frequently met here until GLF formed its own collective.  During the MayDay protests in 1971, Amazing Grace served as a meeting place and refuge for the antiwar protesters.","","","1857","","1857","",1970,1970,"church",-77.062268,38.903667,"1970"
"Metropolitan Community Church-DC","705 7th St SE Washington DC","Community Site","The Community Church, founded by Rev. Paul Breton, and meeting originally at All Souls Church, moved to Paul Breton’s home in 1971.  The Community Church became a member of the Universal Fellowship of Metropolitan Community Churches on May 1, 1971.","","","1971","1973","71","73",1970,1970,"church",-76.996435,38.881023,"1970"
"Metropolitan Community Church-DC","945 G St NW Washington DC","Community Site","Having outgrown its Capitol Hill home, the church moved to First Congregational and initially used the church’s small chapel.","","","1973","1984","73","84",1970,1980,"church",-77.0256785,38.8985587,"1970"
"SAJA (Special Approaches to Juvenile Assistance)","1743 18th St. Washington DC","Community Site","SAJA’s offices were the initial meeting site for the DC Coalition of Black Gays after its formation in 1978.  SAJA also arranged the first foster parenting of a gay youth by a member of DC’s gay community (Bruce Pennington).","","","1975","1980","75","80",1970,1980,"",-77.0415006,38.9134961,"1970"
"Saint Margaret’s Episcopal Church","1820 Connecticut Ave NW Washington DC","Community Site","St. Margaret’s provided the first home for the community’s first counseling group, the Gay Men’s Counseling Collective.  It also welcomed the gay catholic group Dignity when it was forced to leave its home on the Georgetown University campus in 1987.","","","1895","","1895","",1970,1970,"church",-77.0466695,38.9151299,"1970"
"Saint Mark’s Episcopal Church","3rd and A Streets SE Washington DC","Community Site","St. Mark’s provided meeting space for the fledgling Gay Activists Alliance in the early 1970s.  It was also the first site of early same-sex dances organized by the Mattachine Society of Washington, the Gay Liberation Front, and the Homophile Social League.","","","1894","","1894","",1970,1970,"church",-77.0020347,38.8886833,"1970"
"Whitman-Walker Clinic","1556 Wisconsin Ave. NW Washington DC","Community Site","The Gay Men's VD clinic (1973), the Gay Men's Counseling Collective (1974) and other groups combined and incorporated in 1978 as the Whitman-Walker Clinic, first located at 1606 17th St NW.  Through the years, the Clinic has expanded from general health to become the foremost provider of AIDS services in the area with branches in Virginia, Maryland and the Anacostia area of DC.  Named after Walt Whitman and Dr. Mary Edwards Walker.  (See also entry for Georgetown Lutheran Church.)","","","1978","","78","",1970,1970,"clinics",-77.0650563,38.9100972,"1970"
"Whitman-Walker Clinic","1606 17th St NW Washington DC","Community Site","","","","Oct-78","Jan-80","78","80",1970,1980,"clinics",-77.0387242,38.9114418,"1970"
"Bachelor's Mill","1104 8th St SE Washington DC","Club/Bar","Moved in 1984 to present location.  Popular multilevel, largely African-American club, with drag shows and bingo on Wednesday evenings, hosted several drag pageants.  Lady Tawanna and Tina Tuna Adams among the drag hostesses.  Drag promoter Marc King worked as club manager at previous location in the 1970s.","M","African-American","1984","","84","",1980,1980,"",-76.994665,38.877214,"1980"
"Brass Rail","811 13th St NW Washington DC","Club/Bar","Started out as ""New York style"" restaurant at 517 9th St NW in 1966.  On 13th St., started in the basement and didn't move upstairs until the late 60s. First address was 809 13th St. Later became 811 13th St NW. It was one of the main African-American drag bars.  It replaced what was originally a biker, then country/western basement bar.  Owners: Gus Papanicolas, Theo Christakos, Greg Cahill, G W Glenn in 1967.  Brass Rail had moved upstairs by 1973 when Gus Papadopoulos was running the place.  The Railettes were an in-house drag entertainment group.  Just Us:  “The Brass Rail is a downtown bar and restaurant near the downtown shopping areas and the bus terminals.  It has table seating for up to 100 people.  The crowd is male with mixed backgrounds.”","M","African-American","1961","1986","61","86",1960,1980,"",-77.0295885,38.9003187,"1980"
"Brass Rail","476 K St NW Washington DC","Club/Bar","The Brass Rail continued fundraisers at its new location through 1994.  The Railettes moved with the bar.","M","African-American","1986","Feb-96","86","96",1980,1990,"",-77.0187411,38.9022723,"1980"
"Curiosity Bookstore","1219 I St NW Washington DC","Community Site","Bookshop for gay books and porn.  Owner:  Lester Randolph","M","African-American","1977","1985","77","85",1970,1980,"books",-77.0288951,38.9013241,"1980"
"La Zambra","1406 14th St NW Washington DC","Club/Bar","La Zambra was a major drag and dance spot on the 14th St strip; also called ""Lucy's"" after Lucy who often bar-walked, to the delight of patrons.  ""It was a good place to dance”—Christopher Prince","M","African-American","1970","Jun-84","70","84",1970,1980,"",-77.0322966,38.9091747,"1980"
"Marty's","900 First St SE Washington DC","Club/Bar","At the Grand Central location.  Owners Martin Chernoff and Randy Hardwick. Hosted Sunday night lesbian shows organized by Papaya Mann.  (See also entries for Chapter II; Chapter III; and Grand Central.)","M","African-American","7/1/1984","1985","84","85",1980,1980,"",-77.0058968,38.8792734,"1980"
"Nob Hill Restaurant","1101 Kenyon St NW Washington DC","Club/Bar","One of the longest continuously operating gay bars in the city, and one of the oldest African-American gay bars in the country.  Reportedly operated as private club from 1953-1957. ""Its start as a private club helps explain why it is located in a mostly residential neighborhood in Columbia Heights.""--Brett Beemyn.  Owners: James E. Jones, Leonard Kelly, Wayne Hill, Riley Campbell, and Robert Jones. Later bought by Robert Jones, who started here in 1981.  Hosted first AIDS forum in the African-American community.  One of the major sites for African-American drag shows.  Hosted male strip shows on weekends.","M","African-American","1957","2/1/2004","57","04",1950,2000,"nobHill",-77.0279377,38.9299362,"1980"
"1352 Club","1352 S Capitol St. SE Washington DC","Club/Bar","A leather/levi disco","M","","4/1/1982","1984","82","84",1980,1980,"",-77.0090076,38.8784504,"1980"
"Astoria Arms","809 14th St NW Washington DC","Club/Bar","Short-lived as a gay bathhouse; also offered entertainment","M","","5/1/1979","1982","79","82",1970,1980,"",-77.0318916,38.9004536,"1980"
"Bachelor's Mill","500 8th St SE Washington DC","Club/Bar","The Mill followed Club Madame at this location (see entry for Club Madame). Owner: BB Gatch.  Arson attack in February 1981.","M","","12/1/1978","Sep-84","78","84",1970,1980,"",-76.9947021,38.8825763,"1980"
"Ben Bow  Restaurant (The Admiral Ben Bow)","1636 Connecticut Avenue NW Washington DC","Club/Bar","Next to the Janus Theatre, a straight bar frequented by gays, sawdust on the floor.  First owner: Spirios Kyritis.  An Irish bar run by a woman named Ellen after 1970.  Sawdust and peanut shells on the floor.  Also called the ‘Bimbo”; it was a step down from other places.  Later called Ellen’s Irish Pub.","M","","1948","1980","48","80",1940,1980,"",-77.0453127,38.9121431,"1980"
"Buck Stops Here","1725 G St NW Washington DC","Club/Bar","Fridays for gays.  The Buck Stops Here was often used for African American GLBT social events by the DC Coalition and black social clubs.","M","","7/1/1984","1987","84","87",1980,1980,"",-77.0401755,38.9029412,"1980"
"Buddies","512 2nd St SE Washington DC","Club/Bar","Men's bar in the Union Station area","M","","1981","1982","81","82",1980,1980,"",-77.0032521,38.8827705,"1980"
"Carroll Tavern","510 9th St NW Washington DC","Club/Bar","Carroll's ""catered to a particular gay taste for sailors, soldiers, and marines, and to the armed services' fancy for a free weekend of entertainment.""-Havilland Ferris. ""In contrast to the genteel atmosphere of Margaret's and Showboat was a bar on 9th street, a rough trade hangout.  Servicemen were very poorly paid at the time and many of them made very aggressive trade.""--Ladd Forrester.  ""On weekends the place was packed with servicemen from the Army, Marines, and especially the Navy.  A lot of servicemen went there to be picked up; civilians went there to pick them up and take them home for a weekend.  In a sense, you gave them room and board."" -- Brett Beemyn.  Owner: Solomon Chesivoir","M","","1934","1986","34","86",1930,1980,"",-77.0239915,38.8967633,"1980"
"Chesapeake House","746 9th St NW Washington DC","Club/Bar","Owner: John Rock.  One of the last 9th St bars to close, one of the first to feature nude dancers.  Manager John Tonelli murdered in 1978.  A dancer at the Chesapeake was involved in Congressman Robert Bauman's exposure as a gay man.","M","","12/1/1975","9/20/1992","75","92",1970,1990,"",-77.0240011,38.8995988,"1980"
"Club 1140","1140 18th St NW Washington DC","Club/Bar","Club 1140 was owned by the Clubhouse partners: John Eddy, Morrell Chasten & Andrea Scott.  Had liquor license.  Restaurant called le Maze by day, Club 1140 by night..","M","","1982","Jul-86","82","86",1980,1980,"",-77.041695,38.904472,"1980"
"Club Washington Bath II","20 O St SE Washington DC","Club/Bar","Also known as Club East II; Club Washington; Club Baths of Washington.  The only bathhouse to survive the 1980s.  Just Us:  “The DC branch of the well-known Club Bath chain is open to members 24 hours a day.  Special features include a sauna room, a sundeck, a TV lounge, a snack bar, and private rooms for relaxing.”  Out (1977) listed Tuesdays as “Levi/Leather Nite.”","M","","6/1/1972","Mar-06","72","06",1970,2000,"",-77.009877,38.908314,"1980"
"Combat Zone","2122 P St NW rear Washington DC","Club/Bar","Leather-levi bar upstairs at the Fraternity House","M","","3/1/1981","?","81","",1980,1980,"",-77.0475841,38.9094857,"1980"
"Complex, The","1239 9th St NW Washington DC","Club/Bar","","M","","3/1/1986","?","86","",1980,1980,"",-77.023686,38.906728,"1980"
"Cy's","2412 Wisconsin Ave NW Washington DC","Club/Bar","Western, levi-leather in upper Georgetown","M","","6/1/1977","Feb-85","77","85",1970,1980,"",-77.0725053,38.9213831,"1980"
"Dakota","1777 Columbia Rd NW Washington DC","Club/Bar","Dance club, gay and straight, held fundraisers and hosted Ladies of the 80s events","M","","Oct-87","May-90","87","90",1980,1990,"",-77.0421739,38.9234624,"1980"
"Danny's","2161 P St NW Washington DC","Club/Bar","P St Station became Danny's, a piano bar.","M","","1987","Aug-88","87","88",1980,1980,"",-77.048592,38.90983,"1980"
"Dick's Bar","639 New York Ave NW Washington DC","Club/Bar","Leather-levi and predecessor of the Eagle at this address","M","","1/1/1985","Feb-87","85","87",1980,1980,"",-77.021145,38.9035033,"1980"
"East Side","1824 Half St SW Washington DC","Club/Bar","Disco","M","","Jul-86","?","86","",1980,1980,"",-77.0104392,38.867474,"1980"
"Equus","639 Pennsylvania Ave SE Washington DC","Club/Bar","Main country-western bar on Capitol Hill.  The bar was attacked by Marines twice in 1982.  (See also entries for Sonny’s; The Life Raft; and Remington’s.)","M","","4/1/1980","1987","80","87",1980,1980,"marineAttack",-76.9971304,38.8847121,"1980"
"Exit","910 7th St NW Washington DC","Club/Bar","Leather-levi dance club","M","","2/1/1984","Apr-88","84","88",1980,1980,"",-77.0218975,38.9014681,"1980"
"Fantasies","1239 9th St NW Washington DC","Club/Bar","Club featured drag performances","M","","12/1/1983","Feb-85","83","85",1980,1980,"",-77.023686,38.906728,"1980"
"Follies","24 O St SE Washington DC","Club/Bar","Owners: Edward Dawson, Martin Crowetz.  Manager Wilson Fitzsimmons. Indicted as 'bawdy house' in November 1992.  One of many SE gay establishments shuttered for construction of the Washington Nationals ballpark.","M","","10/1/1978","Mar-06","78","06",1970,2000,"",-76.970084,38.848158,"1980"
"Fraternity House","2122 P St NW rear Washington DC","Club/Bar","Had nude dancers, karaoke, and experimented with 2nd floor restaurant and leather club.  Started Sorority Nights for women on Wednesdays in April 1995.  (See entry for Omega.)","M","","9/1/1976","Apr-97","76","97",1970,1990,"",-77.0475841,38.9094857,"1980"
"Friends","2122 P St NW Washington DC","Club/Bar","Piano bar with pianist Carl Barnwell (who moved to Trumpets after Friends closed). Owners: Jay Lamont , Russ Pepin","M","","1982","Mar-94","82","94",1980,1990,"",-77.0476099,38.9095043,"1980"
"Friends - Georgetown","3033 M St NW Washington DC","Club/Bar","Piano bar, opening contested by neighborhood groups","M","","12/1/1982","?","82","",1980,1980,"",-77.0599721,38.9053927,"1980"
"Friends - Too","401 M St SW Washington DC","Club/Bar","Piano bar at the Waterfront Mall","M","","3/15/1982","?","82","",1980,1980,"",-77.0181687,38.8767074,"1980"
"General Male","1401 H St NW Washington DC","Club/Bar","In the Casino Royale building, the porn shop was originally known as Le Salon","M","","1987","Jul-89","87","89",1980,1980,"",-77.0324354,38.900543,"1980"
"Glorious Health Club","24 O St SE Washington DC","Club/Bar","Owner Bob Siegel.  One of many SE gay establishments shuttered for construction of the Washington Nationals ballpark.","M","","1980","Apr-06","80","06",1980,2000,"",-76.970084,38.848158,"1980"
"Hideaway","303 9th St NW Washington DC","Club/Bar","Also known as Lou's Hide-a-way. Leather bar.  Dr Franklin Kameny recalls, ""The building was at the corner of 9th and Pennsylvania and a street which came in at an angle and no longer exists, but was called Market Place and was an extension, at substantially the same angle, of Indiana Avenue …The entrance to the Hideaway was on 9th Street, and then downstairs; the bar was entirely in the basement of that building.  I believe that the Hideaway was still in operation when the FBI building opened, and I remember hearing stories of FBI agents and other FBI employees having lunch there, before it shifted over, each day, for its evening gay operation.""  Just Us:  “A small discotheque in its twelfth year of operation, the Hideaway has intimate tables, shuffleboard, pinball machines, and a jukebox for dancing.  This all contributes to its easy-going atmosphere.  Do cover, no reservations for this predominantly male and highly mixed bar.  One of DC’s standards.  Downstairs from Louie’s and the Barn.”  Out:  “D.C.’s grooviest corner.”","M","","1963","1983","63","83",1960,1980,"",-77.0239881,38.8940979,"1980"
"Jerry's Marquis de Sade","4400 Jennifer St NW Washington DC","Club/Bar","","M","","1980","1982","80","82",1980,1980,"",-77.0865365,38.9586247,"1980"
"Jerry's Marquis de Sade","1111 19th St NW Washington DC","Club/Bar","","M","","12/1/1980","?","80","",1980,1980,"",-77.0428637,38.9043989,"1980"
"JP's","2412 Wisconsin Ave NW Washington DC","Club/Bar","Owned by James Papanicolas, opened after Naples closed","M","","9/1/1985","Jun-86","85","86",1980,1980,"",-77.0725053,38.9213831,"1980"
"JR's","1519 17th St NW Washington DC","Club/Bar","After Annie's Paramount Steak House moved up 17th St, JR's opened here.  JR's has been a regular sponsor of the annual Halloween High Heel Drag Race since the race started.  Opened by Travis Thorn.","M","","Oct-86","","86","",1980,1980,"highHeelDrag",-77.0381514,38.910472,"1980"
"Knickerbocker","539 8th St SE Washington DC","Club/Bar","Men's piano bar","M","","8/1/1984","?","84","",1980,1980,"",-76.995337,38.8815941,"1980"
"La Cage aux Follies","18 O St SE Washington DC","Club/Bar","","M","","1/1/1984","","84","",1980,1980,"",-76.979007,38.868232,"1980"
"Le Salon","1401 H St NW Washington DC","Club/Bar","Located in the Casino Royale building, this was a porn shop and one of the last remnants of the 14th St. 'strip'.  It changed its name to General Male in 1987.","M","","5/1/1977","Jul-89","77","89",1970,1980,"",-77.0324354,38.900543,"1980"
"Lone Star Café/Beef House","504 9th St NW Washington DC","Club/Bar","Originally a steakhouse.  Reputedly the first place to offer nude male dancers.  Owner: Daniel Elias in 1965.","M","","1955","1986","55","86",1950,1980,"",-77.0239919,38.8965384,"1980"
"Lost & Found","56 L St SE Washington DC","Club/Bar","The Lost and Found opened in the Fall of 1971 and was almost immediately picketed by the newly formed Committee for Open Gay Bars because of racist and sexist carding policies designed to keep out African-Americans, women, and drag queens.  Original owners were Donn Culver and Bill Bickford.  It became one of the biggest discos in town.  Culver died in a fall from the roof.  Replaced by Quorum in 1991, the name was resurrected in 1993 when Quorum changed its name back to Lost and Found.  Replaced by the Edge.  Just Us:  “Quiet elegance in dining and décor with good disco music re the trademarks of the Lost and Found.  Live band Sunday at 3:00 pm for the tea dance.  No cover except on Halloween and New Year’s.  Reservations are definitely in order for dinner.  Men and women have separate bar areas with different atmosphere, but mingling is constant.  Free popcorn, old prices Tuesday through Thursday nights, pool tables are some special features.  (See also entry for Edge; Quorum; Wet; Zone.)","M","","10/1/1971","9/15/1991","71","91",1970,1990,"",-77.0082721,38.8775343,"1980"
"Louie’s","811 Pennsylvania Ave NW Washington DC","Club/Bar","Second address for Louis, but same building as above.","M","","1968","Aug-83","68","83",1960,1980,"",-77.0238407,38.8938418,"1980"
"Louie’s","476 K St NW Washington DC","Club/Bar","Moved from Pennsylvania Ave due to construction","M","","10/1/1983","1986 (?)","83","86",1980,1980,"",-77.0187411,38.9022723,"1980"
"Lucy's","1204 30th St NW Washington DC","Club/Bar","Short-lived Georgetown bar","M","","9/1/1983","Jul-84","83","84",1980,1980,"",-77.0591577,38.905413,"1980"
"Man's World","918 9th St NW Washington DC","Club/Bar","Gay porn, movies, cruising","M","","7/1/1977","1981","77","81",1970,1980,"",-77.0239839,38.9016978,"1980"
"Morgan's","1811 Columbia Rd NW Washington DC","Club/Bar","","M","","1979","9/11/1983","79","83",1970,1980,"",-77.043565,38.922119,"1980"
"Mr. P's","2147 P St NW Washington DC","Club/Bar","First gay club on the P St. strip. Patio behind the building. George Dotson and Gene Newsome first owners.  John Mako second owner.  Long tradition of drag shows.  Hostesses included Erica Kane, Xavier Bloomingdale, and Marilyn Monroe.  Upstairs bar called the Loft, Monday night leather crowd, Centaurs.","M","","3/1/1976","1/10/2004","76","04",1970,2000,"",-77.0482038,38.9098529,"1980"
"Naples Café","1209 New York Ave NW Washington DC","Club/Bar","Part of the bus station scene.  A ""hustler bar"", The Terminal Hotel upstairs rented rooms by the hour.  Owned by Nick Papanicolas. ""But the Naples was there forever.  It was there when I arrived in DC in 1956.""--Franklin Kameny.    Listed at 1209 in the 50s but at 1227 (under the Terminal Hotel) in 1970s.  James Papanicolas took over after his father Nick died in 1971.  In 1980, Eddie Regina, a waiter was charged by the FBI with trying to blackmail former congressman Robert Bauman.  After Naples closed, Papanicolas opened JP’s on Wisconsin Avenue.  (See entries for Famous Faces, Famous Restaurant, JP’s.)","M","","12/1/1955","Sep-85","55","85",1950,1980,"",-77.0284763,38.900673,"1980"
"Naples Café","1227 New York Ave NW Washington DC","Club/Bar","Part of the bus station scene.  A ""hustler bar"", The Terminal Hotel upstairs rented rooms by the hour.  Owned by Nick Papanicolas. ""But the Naples was there forever.  It was there when I arrived in DC in 1956.""--Franklin Kameny.    Listed at 1209 in the 50s but at 1227 (under the Terminal Hotel) in 1970s.  James Papanicolas took over after his father Nick died in 1971.  In 1980, Eddie Regina, a waiter was charged by the FBI with trying to blackmail former congressman Robert Bauman.  After Naples closed, Papanicolas opened JP’s on Wisconsin Avenue.  (See entries for Famous Faces, Famous Restaurant, JP’s.)","M","","12/2/1955","Oct-85","55","85",1950,1980,"",-77.0287596,38.9005757,"1980"
"Numbers","1330 19th St NW Washington DC","Club/Bar","A straight bar, with gay events.  Sued for discrimination in 1983","M","","10/1/1982","?","82","",1980,1980,"",-77.0438535,38.9084419,"1980"
"Olympic Baths","1405 H St NW Washington DC","Club/Bar","Second to open of the three main 70s era bathhouses, and second to close in the 80s  (followed the Regency in both cases)","M","","11/1/1977","Aug-85","77","85",1970,1980,"",-77.03261,38.9002174,"1980"
"Onyx","911 F St NW Washington DC","Club/Bar","Disco club with 3 floors of dancing","M","","7/1/1987","Mar-88","87","88",1980,1980,"",-77.0247446,38.8975769,"1980"
"Ozone","1777 Columbia Rd NW Washington DC","Club/Bar","Part of Dakota complex, Wednesday night gay dancing.","M","","1/1/1989","1990","89","90",1980,1990,"",-77.0421739,38.9234624,"1980"
"P St Station","2161 P St NW Washington DC","Club/Bar","Succeeded the Fireplace restaurant.  Became Danny's P St Station in 1986, then just Danny's.","M","","4/1/1984","Oct-91","84","91",1980,1990,"",-77.048592,38.90983,"1980"
"Piccolo's","800 D NW Washington DC","Club/Bar","Country & western bar","M","","1979","1982","79","82",1970,1980,"",-77.0230635,38.8947964,"1980"
"Pink Elephant","436 11th St NW Washington DC","Club/Bar","Bar at the Hotel Harrington known as a place where hustlers and their clients met.","M","","1956","1982","56","82",1950,1980,"",-77.0276735,38.8959519,"1980"
"Powerhouse","511 11th St NW Washington DC","Club/Bar","Popular gay gym in the 1980s","M","","1985","5-May","85","",1980,1980,"",-77.0270503,38.896251,"1980"
"Rascals","1520 Connecticut Ave NW Washington DC","Club/Bar","Rascals was one of Dupont's major show and dance bars for more than a decade.  Amateur drag shows, hosted by Sparkle MaHaris among others, started many female impersonators' careers.  The top floor (called Shooters) had nude male dancers (also with a separate entrance from the alley).  License suspended in June 92.  December 92, Riggs Bank which owned the building, limited lease renewal to only 1 year.  Rascals decided to close and move across the street.  Owner: Billy Mann.","M","","1979","Dec-92","79","92",1970,1990,"",-77.0442022,38.9107085,"1980"
"Regency Baths","413 L St NW Washington DC","Club/Bar","The first gay-oriented bathhouse to open after the Riggs-Lafayette Turkish Baths closed.  David Harris, owner, opened the baths in an old warehouse.  ‘Liz Taylor’ and ‘Judy Garland’ of the Oscars drag group helped in setting up and decorating the baths.  There was a large Roman style mural in the bath area.  Harris had many run-ins with the police who regularly harassed the Regency.  On several occasions the Regency has special women-only nights.  Annual memberships were $12 and the nightly cover was $3.  The Regency was known in later days as a 'hustler' bathhouse, but also as a place where 'street people' could stay the night.  It was indicted as a 'bawdy house' in the 70s and Harris paid a $500 fine. The first of the bathhouses to close during the AIDS epidemic.  Harris also opened Regency bathhouses in Miami, Norfolk, and Boston.  Just Us:  “The Regency is a club open to members only, but membership is open to anyone.  Rates are fifteen dollars a year and are payable in installments.  The club is open 24 hours a day.”","M","","1968","1985","68","85",1960,1980,"",-77.0164607,38.9038898,"1980"
"Remington's","639 Pennsylvania Ave SE Washington DC","Club/Bar","Country-western bar, followed Equus at this location. Owners: Vince Becht, Dick Brandrup & Bill Bickford. Grand Illusions drag show started here in 1996:  Jymmye Jaymes, Blair Michaels, Vita Opulence. Tear gas attack by Marines July 1997.   (See also entries for Equus; The Life Raft; Sonny’s.)","M","","May-87","","87","",1980,1980,"",-76.9971304,38.8847121,"1980"
"Ricky's Club","906 12th St NW Washington DC","Club/Bar","Private club for gay men.  Membership only/","M","","12/1/1982","?","82","",1980,1980,"",-77.0280568,38.9014022,"1980"
"Rogue","811 Pennsylvania Ave NW Washington DC","Club/Bar","The Rogue was on the third floor of Louis' complex at 9th and Penn.  It followed the Barn and Oscar's Eye theatre.  The rogue had major drag shows.  Ella Fitzgerald was an early performer here.  With development of the 9th St. corridor, Louis and the Rogue moved to 5th and K, where the Rogue still survives but as a straight bar.","M","","1979","Aug-83","79","83",1970,1980,"",-77.0238407,38.8938418,"1980"
"Rogue","476 K St NW Washington DC","Club/Bar","Known as Rogue II, the Rogue at 5th & K was in the same building as a restaurant, Stage Door, and Louis.  Over the years, the other two venues disappeared and the Rogue II became a seedy straight bar in a neglected urban zone.  The Brass Rail was a neighbor but didn't last.","M","","10/1/1983","1997","83","97",1980,1990,"",-77.0187411,38.9022723,"1980"
"Sanctuary","1811 Columbia Rd NW Washington DC","Club/Bar","Briefly replaced Morgan's","M","","9/24/1983","Mar-84","83","84",1980,1980,"",-77.043565,38.922119,"1980"
"Sardi's 5","1111 19th St NW Washington DC","Club/Bar","It was next to Jerry's Marquis de Sade, same owner.  Reportedly offered some drag shows.","M","","1979","Aug-81","79","81",1970,1980,"",-77.0428637,38.9043989,"1980"
"Secrets","1345 Half St SE Washington DC","Club/Bar","Behind Ziegfeld’s, featured nude dancers.  One of the businesses closed down by the city to build the Washington Nationals ballpark.  (See also entry for Ziegfeld’s.)","M","","Nov-89","Apr-06","89","06",1980,2000,"",-77.0074621,38.8753783,"1980"
"Shooters","3 Riggs Ct NW Washington DC","Club/Bar","Entrance behind Rascals.  Nude male dancers on top floor of Rascals.","M","","1/1/1985","Oct-92","85","92",1980,1990,"",-77.0311784,38.9133532,"1980"
"Stage Door","476 K St NW Washington DC","Club/Bar","A restaurant opened when Louis' and the Rogue moved to 5th & K","M","","10/1/1983","1986","83","86",1980,1980,"",-77.0187411,38.9022723,"1980"
"Strap","914 9th St NW Washington DC","Club/Bar","Men's leather bar","M","","1977","1981","77","81",1970,1980,"",-77.0239839,38.901606,"1980"
"Whispers and Secrets","1120 19th NW Washington DC","Club/Bar","Bar and drag club owned by Dana Terrell, leading female impersonator and drag promoter.","M","","6/1/1985","?","85","",1980,1980,"",-77.0438329,38.9045394,"1980"
"Paul Lawrence Dunbar Home","321 U St NW Washington DC","Community Site","Reputedly bisexual, Dunbar moved here with his mother  and wife while working at the Library of Congress.","M","African-American","1896","1899 (?)","1896","99",1970,1990,"",-77.0167,38.916995,"1980"
"Eagle","908 7th St NW Washington DC","Community Site","Levi-leather, became Washington Eagle until move to New York Ave.","M","","5/1/1979","Mar-87","79","87",1970,1980,"",-77.0218996,38.9014053,"1980"
"Eagle (DC)","639 New York Ave NW Washington DC","Community Site","Latest location for DC's classic levi-leather club.  Home to many community fundraisers.","M","","Mar-87","","87","",1980,1980,"",-77.021145,38.9035033,"1980"
"Eagle in Exile","950 9th St NW Washington DC","Community Site","The leather/levi dance place.  Around the corner from the Rogue/Brass Rail at 5th and K.","M","","11/1/1976","Jan-82","76","82",1970,1980,"",-77.0239872,38.9022533,"1980"
"Eagle in Exile","925 5th St NW Washington DC","Community Site","Levi-leather club, doorman shot in robbery in 1982.  Owner Lou Ritz died February 1985","M","","1/1/1982","1987","82","87",1980,1980,"",-77.018613,38.902073,"1980"
"Leather Rack","908 7th St NW Washington DC","Community Site","Leather-levi store, above Eagle","M","","5/1/1979","1980","79","80",1970,1980,"",-77.0218996,38.9014053,"1980"
"Leather Rack","1723 Connecticut Ave NW Washington DC","Community Site","Leather-levi store, upstairs.","M","","1980","","80","",1980,1980,"",-77.045169,38.913353,"1980"
"Backdoor Pub","801 E ST SE Washington DC","Club/Bar","A second floor bar with large windows overlooking the intersection of 8th St and E St SE.  Patrons, mostly African American, entered from a door on the E St. side.  The club had a pool table and card tables, where “there always seemed to be a bid whist game going on.”","M","African-American","7/1/1982","2/1/1988","82","88",1980,1980,"",-76.9949619,38.8827239,"1980"
